isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
9.78E+12,60793198,The 3-Hour Diet (TM) On the Go (Collins Gem),,Jorge Cruise,Health & Fitness,http://books.google.com/books/content?id=xaefjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"More Than 600 New Options! Imagine eating your favorite foods every 3 hours to finally get the results you've been searching for. NO calorie-counting NO carb deprivation and NO skipping sweets. Based on the revolutionary principles of Time-Based Nutrition™ this pocket guidebook will give you the slimming secrets you need to enjoy fast food restaurant meals gas station gourmet and much more! Visit www.3hourdiet.net for your free personalized weight-loss profile.,2005,3.08,192,30
9.78E+12,60815523,The Best American Crime Writing 2006,,Mark Bowden;Otto Penzler;Thomas H. Cook,True Crime,http://books.google.com/books/content?id=Ec5HlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A sterling collection of the year's most shocking compelling and gripping writing about real-life crime the 2006 edition of The Best American Crime Writing offers fascinating vicarious journeys into a world of felons and their felonious acts. This thrilling compendium includes: Jeffrey Toobin's eye-opening exposé in The New Yorker about a famous prosecutor who may have put the wrong man on death row Skip Hollandsworth's amazing but true tale of an old cowboy bank robber who turned out to be a""classic good-hearted Texas woman"" Jimmy Breslin's stellar piece about the end of the Mob as we know it""",2006,3.99,352,200
9.78E+12,60815914,Last of the Wilds,Age of the Five Trilogy,Trudi Canavan,Fiction,http://books.google.com/books/content?id=lkQ-lwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After pitched battle The White—the avatars of the Five Gods—have briefly turned back the vicious invaders. And now the priestess Auraya is sent on an urgent mission to reconcile with the powerful outcast Dreamweavers for their magical healing abilities may be the key to saving the land. But as a deadly plague devastates their allies and old adversaries resurface a dreadful surprise may ruin the chance for peace. For Auraya's terrible discovery will force her into a desperate choice—one whose consequences will change the world forever.,2006,4.03,576,9725
9.78E+12,60815922,Voice of the Gods,Age of the Five Trilogy,Trudi Canavan,Fiction,http://books.google.com/books/content?id=pRDilwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Unable to avoid being drawn into the terrible conflict Auraya now protector of the Siyee fears she will be unable to meet the conditions of the all-powerful gods she once served. And an offer from a mysterious woman may be impossible for Auraya to refuse but if revealed would brand her an enemy of the gods. Now the immortal Wilds will not be deterred in their quest for powerful long-buried secrets. But they have deadly adversaries who also seek the world-shattering truth . . . and it may appear in a form that no one anticipates.",2007,4.08,592,9413
9.78E+12,60816228,Missing Mom,A Novel,Joyce Carol Oates,Fiction,http://books.google.com/books/content?id=kIMxjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Nikki Eaton single thirty-one sexually liberated and economically self-supporting has never particularly thought of herself as a daughter. Yet following the unexpected loss of her mother she undergoes a remarkable transformation during a tumultuous year that brings stunning horror sorrow illumination wisdom and even—from an unexpected source—a nurturing love.,2006,3.54,464,3425
9.78E+12,60819227,The Collected Letters of C.S. Lewis"," Volume 3""","Narnia, Cambridge, and Joy, 1950 - 1963",C. S. Lewis,Biography & Autobiography,http://books.google.com/books/content?id=BCc6Aq5JaJoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A final installment of a three-volume series is comprised of personal correspondences as penned during the final part of his life a time during which he passed his days at Cambridge and wrote the Narnia chronicles.,2004,4.49,1840,140
9.78E+12,60823720,Touch Not the Cat,,Mary Stewart,Fiction,http://books.google.com/books/content?id=c5ZqvE5bgOIC&printsec=frontcover&img=1&zoom=1&source=gbs_api, Bryony Ashley knows that her family's grand estate is both hell and paradise -- once elegant and beautiful yet mired in debt and shrouded in shadow. Devastated by her father;s sudden strange death abroad she is nonetheless relieved to learn the responsibility of running Ashley Court has fallen to a cousin. Still her father's final dire warning about a terrible family curse haunts her days and her dreams.,2005,3.91,372,4857
9.78E+12,60833173,King of the Vagabonds,The Baroque Cycle #2,Neal Stephenson,Fiction,http://books.google.com/books/content?id=UT0ENrfxIMsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A chronicle of the breathtaking exploits of""Half-Cocked Jack"" Shaftoe -- London street urchin-turned-legendary swashbuckling adventurer -- risking life and limb for fortune and love while slowly maddening from the pox. . . and Eliza rescued by Jack from a Turkish harem to become spy confidante and pawn of royals in order to reinvent a contentious continent through the newborn power of finance.""",2006,4.16,400,1859,,,,,,,,,,
9.78E+12,60833181,Odalisque,The Baroque Cycle #3,Neal Stephenson,Fiction,http://books.google.com/books/content?id=XLm5PQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The trials of Dr. Daniel Waterhouse and the Natural Philosophers increase one hundredfold in an England plagued by the impending war and royal insecurities -- as the beautiful and ambitious Eliza plays a most dangerous game as double agent and confidante of enemy kings.,2006,4.2,464,1505
9.78E+12,60834005,Black Boy,A Record of Childhood and Youth,Richard Wright,Biography & Autobiography,http://books.google.com/books/content?id=orAc3Eok-G8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Traces the author's coming of age in the Jim Crow-era South a period during which he struggled to survive while journeying from innocence to adulthood.",2005,4.05,432,89
9.78E+12,006083482,The Sheltering Sky,,Paul Bowles,Fiction,,The Sheltering Sky is a landmark of twentieth-century literature. In this intensely fascinating story Paul Bowles examines the ways in which Americans' incomprehension of alien cultures leads to the ultimate destruction of those cultures. A story about three American travelers adrift in the cities and deserts of North Africa after World War II The Sheltering Sky explores the limits of humanity when it touches the unfathomable emptiness and impassive cruelty of the desert. This P.S. edition features an extra 16 pages of insights into the book including author interviews recommended reading and more.,2005,3.91,313,898
9.78E+12,60837160,Rat Bastards,The Life and Times of South Boston's Most Honorable Irish Mobster,John Shea,Biography & Autobiography,http://books.google.com/books/content?id=YggEjFQfDisC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"You've met the Italian mob in The Godfather now welcome to the real-life world of Irish America's own murderous clan of organized crime The man who has remained silent for more than a decade finally speaks revealing the gritty true story of his life inside the infamous South Boston Irish mob led by the elusive Machiavellian kingpin Whitey Bulger who to this day remains on the lam as one of the world's Ten Most Wanted criminals second only to Osama bin Laden. JohnRed"" Shea was a top lieutenant in the South Boston Irish mob rising to this position at the age of twenty-one. Thus began his tutelage under the notorious Irish godfather James""Whitey"" Bulger. An ice-cold enforcer with a legendary red-hot temper Shea was a legend among his Southie peers in the 1980s. From the first delivery truck he robbed at thirteen to the start of his twelve-year federal sentence for drug trafficking at twenty-seven Shea was a portrait in American crime -- a terror brutal and ruthlessly ambitious. Drug dealer loan shark money launderer and multimillion-dollar narcotics kingpin Shea was at the pinnacle of power -- until the feds came knocking and eventually obliterated the legendary mob in a well-orchestrated sweep of arrests fueled by insider tips to the FBI and DEA. While Bulger's other top men turned informant to save their own hides Shea alone kept his code of honor and his mouth shut -- loyalty that earned him a dozen years of hard time even as the man he was protecting turned out to be himself a rat. For in the end in a remarkable show of betrayal Bulger turned out to be the FBI's""main man"" and top informant -- tipping off the feds for decades while still managing to operate one of the most murderous and profitable organized crime outfits of all time. In Rat Bastards Shea brings that mysterious world and gritty urban Irish American street culture into sharp focus by telling his own story -- of his fatherless upbringing his apprenticeship on the tough streets of Southie and his love affair with trouble boxing and then the gangster life. In prose that is refreshingly honest personal and surprisingly tender Shea tells his harrowing unflinching and unapologetic story. A man who did the crime did the time and held fast to the Irish code of silence which he was raised to follow at any cost Shea remains a man of honor and in doing so has become a living legend. One of the last of a dying breed a true stand-up guy. Shea expects no forgiveness and makes no excuses for the life he chose. His story is intense compelling and in your face.""",2006,3.51,304,34
9.78E+12,60837330,The Last Days of Henry VIII,"Conspiracies, Treason and Heresy at the Court of the Dying Tyrant",Robert Hutchinson,Biography & Autobiography,http://books.google.com/books/content?id=acCmQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A blazing narrative history that boldly captures the end of England's most despotic ruler and his court -- a time of murderous conspiracies terrifying betrayals and sordid intrigue Henry VIII's crimes against his wives are well documented and have become historical lore. But much less attention has been paid to his monarchy especially the closing years of his reign. Rich with information including details from new archival material and written with the nail-biting suspense of a modern thriller The Last Days of Henry VIII offers a superb fresh look at this fascinating figure and new insight into an intriguing chapter in history. Robert Hutchinson paints a brilliant portrait of this egotistical tyrant who governed with a ruthlessness that rivals that of modern dictators; a monarch who hadno respect or fear of anyone in this world "" according to the Spanish ambassador to his court. Henry VIII pioneered the modern""show trial"": cynical propaganda exercises in which the victims were condemned before the proceedings even opened proving the most powerful men in the land could be brought down overnight. After thirty-five years in power Henry was a bloated hideously obese black-humored old recluse. And despite his having had six wives the Tudor dynasty rested on the slight shoulders of his only male heir the nine-year-old Prince Edward -- a situation that spurred rival factions into a deadly conflict to control the throne. The Last Days of Henry VIII is a gripping and compelling history as fascinating and remarkable as its subject.""",2005,4.14,368,1460
9.78E+12,60837551,The Thorn Birds,,Colleen McCullough,Fiction,http://books.google.com/books/content?id=mtBZngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A saga of three generations of the indomitable Cleary family begins in the early 1900s when Paddy Cleary a poor New Zealand farm laborer moves his wife and children to the Australian sheep station owned by his wealthy sister in a new edition of the classic novel of forbidden love between young Meggie Cleary and Father Ralph de Bricassart. Reprint. 15 000 first printing.,2005,4.23,673,516
9.78E+12,60838590,Krakatoa,The Day the World Exploded: August 27"," 1883""",Simon Winchester,History,http://books.google.com/books/content?id=U4wywQfl5s4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Simon Winchester New York Times bestselling author of The Professor and the Madman examines the legendary annihilation in 1883 of the volcano-island of Krakatoa which was followed by an immense tsunami that killed nearly forty thousand people. The effects of the immense waves were felt as far away as France. Barometers in Bogotá and Washington D.C. went haywire. Bodies were washed up in Zanzibar. The sound of the island's destruction was heard in Australia and India and on islands thousands of miles away. Most significant of all -- in view of today's new political climate -- the eruption helped to trigger in Java a wave of murderous anti-Western militancy among fundamentalist Muslims one of the first outbreaks of Islamic-inspired killings anywhere. Krakatoa gives us an entirely new perspective on this fascinating and iconic event. This P.S. edition features an extra 16 pages of insights into the book including author interviews recommended reading and more.,2005,3.87,464,14491
9.78E+12,60839783,The Professor and the Madman,A Tale of Murder", Insanity," and the Making of the Oxford English Dictionary""",Simon Winchester,Biography & Autobiography,http://books.google.com/books/content?id=D4KblwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Professor and the Madman masterfully researched and eloquently written is an extraordinary tale of madness genius and the incredible obsessions of two remarkable men that led to the making of the Oxford English Dictionary -- and literary history. The compilation of the OED began in 1857 it was one of the most ambitious projects ever undertaken. As definitions were collected the overseeing committee led by Professor James Murray discovered that one man Dr. W. C. Minor had submitted more than ten thousand. When the committee insisted on honoring him a shocking truth came to light: Dr. Minor an American Civil War veteran was also an inmate at an asylum for the criminally insane. This P.S. edition features an extra 16 pages of insights into the book including author interviews recommended reading and more.,2005,3.84,242,81384
9.78E+12,60840889,Hit Parade,,Lawrence Block,Fiction,http://books.google.com/books/content?id=KYR8gZgkECoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Introspective professional assassin John Keller the anti-hero of Hit Man and Hit List continues to ponder his life the ethics of his lethal career and his possible retirement as he returns in an all-new mystery adventure. 100 000 first printing.",2006,3.86,295,99,,,,,
9.78E+12,60841869,The Curtain,An Essay in Seven Parts,Milan Kundera,Literary Collections,http://books.google.com/books/content?id=JCDXPxiayrwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Traces the author's personal view of the history and significance of the novel in western civilization arguing that a novel's development crosses international and language boundaries while serving to reveal previously unknown aspects of a reader's existence. By the author of The Art of the Novel. 35 000 first printing.,2006,3.96,176,1351
9.78E+12,60844094,A Hard Day's Write"," 3e""",The Stories Behind Every Beatles Song,Steve Turner,Music,http://books.google.com/books/content?id=cvp-QQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A lavishly illustrated rollicking account of the real people and events that inspired the Beatles' lyrics. Who wasjust seventeen"" and made Paul's heart go""boom""? Was there really an Eleanor Rigby? Where's Penny Lane? In A Hard Day's Write music journalist Steve Turner shatters many well-worn myths and adds a new dimension to the Fab Four's rich legacy by investigating for the first time the ordinary people and events immortalized in the Beatles' music and now occupying a special niche in popular culture's collective imagination. Arranged chronologically by album the book breaks new ground by exploring how private incidents influenced the group's writing and how their music evolved. Turner reveals that Lucy in the Sky with Diamonds was really a drawing by Julian Lennon of his childhood friend; Bungalow Bill was an all-American tiger hunter; Doctor Robert was a New York 'speech doctor'; and much more. A longtime Beatles admirer Turner tracked down and interviewed the real-life subjects of the songs probed public records and newspaper archives and spoke in depth to the people closet to the Beatles to unearth tales that have never before been made public. The result is a book that chronicles an untold story of the Beatles themselves. Illustrated with over 200 photographs A Hard Day's Write is a visually alluring and highly entertaining journey to the land stretching just beneath your conscious mind mapped out with strawberry fields fool-topped hills and long and winding roads.""",2005,4.18,224,152,,,,,,,,,,
9.78E+12,60845244,"The Lion, the Witch and the Wardrobe Read-Aloud Edition",,C. S. Lewis;Pauline Baynes,Juvenile Fiction,http://books.google.com/books/content?id=deiyGRUp6JIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Four English school children enter the magic land of Narnia through the back of a wardrobe and assist Aslan the golden lion in defeating the White Witch who has cursed the land with eternal winter.,2005,4.21,189,56
9.78E+12,60845309,Mambo Kings Play Songs of Love"," The Tie-in""",A Novel,Oscar Hijuelos,Fiction,http://books.google.com/books/content?id=rL2fOXmLquMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In late 1940s New York City Cesar and Nestor Castillo two young Cuban musicians are dubbed theMambo Kings"" for their talent and rise to superstardom. Reissue. (Tie in to the Broadway musical production produced by Daryl Roth opening August 2005) (Historical Fiction)""",2005,3.68,448,126,,,,,,,,,,
9.78E+12,60846739,Sex with the Queen,"900 Years of Vile Kings, Virile Lovers, and Passionate Politics",Eleanor Herman,History,http://books.google.com/books/content?id=5GSgQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this follow-up to her bestselling Sex with Kings Eleanor Herman reveals the truth about what goes on behind the closed door of a queen's boudoir. Impeccably researched filled with page-turning romance passion and scandal Sex with the Queen explores the scintillating sexual lives of some of our most beloved and infamous female rulers. She was the queen living in an opulent palace wearing lavish gowns and dazzling jewels. She was envied admired and revered. She was also miserable having been forced to marry a foreign prince sight unseen a royal ogre who was sadistic foaming at the mouth physically repulsive mentally incompetent or sexually impotent—and in some cases all of the above. How did queens find happiness? In courts bristling with testosterone—swashbuckling generals polished courtiers and virile cardinals—many royal women had love affairs. Anne Boleyn flirted with courtiers; Catherine Howard slept with one. Henry VIII had both of them beheaded. Catherine the Great had her idiot husband murdered and ruled the Russian empire with a long list of sexy young favorites. Marie Antoinette fell in love with the handsome Swedish count Axel Fersen who tried valiantly to rescue her from the guillotine. Empress Alexandra of Russia found emotional solace in the mad monk Rasputin. Her behavior was the spark that set off the firestorm of the Russian revolution. Princess Diana gave up her palace bodyguard to enjoy countless love affairs which tragically led to her early death. When a queen became sick to death of her husband and took a lover anything could happen—from disgrace and death to political victory. Some kings imprisoned erring wives for life; other monarchs obligingly named the queen's lover prime minister. The crucial factor deciding the fate of an unfaithful queen was the love affair's implications in terms of power money and factional rivalry. At European courts it was the politics—not the sex—that caused a royal woman's tragedy—or her ultimate triumph.,2006,3.91,336,3676
9.78E+12,60850523,Brave New World,,Aldous Huxley,Fiction,http://books.google.com/books/content?id=V4kY9WSCgSwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Huxley's classic prophetic novel describes the socialized horrors of a futuristic utopia devoid of individual freedom.",2006,3.98,259,12332
9.78E+12,60851988,Queen of Babble,A Novel,Meg Cabot,Fiction,http://books.google.com/books/content?id=KM1a1gyldeAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Lizzie Nichols discovers that her inability to keep her mouth shut has landed her once again in hot water when she aggravates her unfaithful boyfriend Andy is stranded in London and takes a job as a bartender for a catered wedding at a French chateau an affair that ends with the groom in disgrace a furious bride and Andy returning to ruin everything. 100 000 first printing.,2006,3.69,309,59613
9.78E+12,60852550,Animal", Vegetable," Miracle""",A Year of Food Life,Barbara Kingsolver;Camille Kingsolver;Steven L. Hopp,Biography & Autobiography,http://books.google.com/books/content?id=qLkEYjv5BHgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Bestselling author Barbara Kingsolver returns with her first nonfiction narrative that will open your eyes in a hundred new ways to an old truth: You are what you eat.As the U.S. population made an unprecedented mad dash for the Sun Belt one carload of us paddled against the tide heading for the Promised Land where water falls from the sky and green stuff grows all around. We were about to begin the adventure of realigning our lives with our food chain.""Naturally our first stop was to buy junk food and fossil fuel. . . ."" Hang on for the ride: With characteristic poetry and pluck Barbara Kingsolver and her family sweep readers along on their journey away from the industrial-food pipeline to a rural life in which they vow to buy only food raised in their own neighborhood grow it themselves or learn to live without it. Their good-humored search yields surprising discoveries about turkey sex life and overly zealous zucchini plants en route to a food culture that's better for the neighborhood and also better on the table. Part memoir part journalistic investigation Animal Vegetable Miracle makes a passionate case for putting the kitchen back at the center of family life and diversified farms at the center of the American diet.""This is the story of a year in which we made every attempt to feed ourselves animals and vegetables whose provenance we really knew . . . and of how our family was changed by our first year of deliberately eating food produced from the same place where we worked went to school loved our neighbors drank the water and breathed the air.""",2007,4.04,370,86130,,,,,,,,,
9.78E+12,60853980,Good Omens,"The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil Gaiman;Terry Pratchett,Fiction,http://books.google.com/books/content?id=7erEbfDOcgkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"According to The Nice and Accurate Prophecies of Agnes Nutter Witch (the world's only completely accurate book of prophecies written in 1655 before she exploded) the world will end on a Saturday. Next Saturday in fact. Just before dinner. So the armies of Good and Evil are amassing Atlantis is rising frogs are falling tempers are flaring. Everything appears to be going according to Divine Plan. Except a somewhat fussy angel and a fast-living demon—both of whom have lived amongst Earth's mortals since The Beginning and have grown rather fond of the lifestyle—are not actually looking forward to the coming Rapture. And someone seems to have misplaced the Antichrist . . .,2006,4.25,412,373135
9.78E+12,006085409,Dates From Hell,,Kim Harrison;Lynsay Sands;Kelley Armstrong;Lori Handeland,Fiction,http://books.google.com/books/content?id=D07pnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,She thought her date was out of this world. Actually he was not of this world . . . We've all been on bad dates nightmare dates dreadful experiences that turned out to be uniquely memorable in the very worst way. But at least our partners for these detestable evenings were more or less . . . human! Now Kim Harrison Lynsay Sands Kelley Armstrong and Lori Handeland -- four of the very best writers currently exploring the dangerous seduction of the supernatural -- offer up dating disasters (and unexpected delights) of a completely different sort: dark wicked paranormally sensual assignations with werewolves demon lovers and the romantically challenged undead. Sexy witty chilling and altogether remarkable here is proof positive that some love matches are made someplace other than heaven.",2006,3.78,416,10467
9.78E+12,60854944,Continental Drift,,Russell Banks,Fiction,http://books.google.com/books/content?id=VDRLPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A powerful literary classic from one of contemporary fiction's most acclaimed and important writers Russell Banks's Continental Drift is a masterful novel of hope lost and gained and a gripping indelible story of fragile lives uprooted and transformed by injustice disappointment and the seductions and realities of the American dream.,2007,3.87,408,2744
9.78E+12,60872799,The Burglar Who Thought He Was Bogart,,Lawrence Block,Fiction,http://books.google.com/books/content?id=TaXSmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Bookseller Bernie Rhodenbarr's in love—with an exotic Eastern European beauty who shares his obsession with Humphrey Bogart movies. He's in heaven munching popcorn with his new amour every night at a Bogart Film Festival—until their Casablanca-esque idyll is cut short by his other secret passion: burglary. When he's hired to pilfer a portfolio of valuable documents from a Park Avenue apartment Bernie can hardly refuse. But the occupant's early return forces Bernie to flee empty-handed—and he soon finds himself implicated in a murder. Before you can say""who stole the strawberries?"" he's hunting for a killer up to his neck in the outrageous intrigues of a tiny Balkan nation . . . and menaced by more sinister fat men and unsavory toadies than the great Bogie himself butted heads with in pursuit of that darn bird!""",2006,3.89,400,2079
9.78E+12,60872985,Next,,Michael Crichton,Fiction,http://books.google.com/books/content?id=ss1hXL1PTYIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Is a loved one missing some body parts? Are blondes becoming extinct? Is everyone at your dinner table of the same species? Humans and chimpanzees differ in only 400 genes; is that why a chimp fetus resembles a human being? And should that worry us? There's a new genetic cure for drug addiction—is it worse than the disease? We live in a time of momentous scientific leaps a time when it's possible to sell our eggs and sperm online for thousands of dollars and to test our spouses for genetic maladies. We live in a time when one fifth of all our genes are owned by someone else and an unsuspecting person and his family can be pursued cross-country because they happen to have certain valuable genes within their chromosomes . . . Devilishly clever Next blends fact and fiction into a breathless tale of a new world where nothing is what it seems and a set of new possibilities can open at every turn. Next challenges our sense of reality and notions of morality. Balancing the comic and the bizarre with the genuinely frightening and disturbing Next shatters our assumptions and reveals shocking new choices where we least expect. The future is closer than you think.,2006,3.49,431,57257
9.78E+12,60880120,How to Be Popular,,Meg Cabot,Juvenile Fiction,http://books.google.com/books/content?id=uRsWyFiZcIkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sixteen-year-old Steph Landry finds an old book on how to be popular and decides to change her social status by following its advice much to the bafflement of her two best friends.",2006,3.54,288,19183
9.78E+12,60882603,The Annotated Charlotte's Web,,E. B. White,Juvenile Nonfiction,http://books.google.com/books/content?id=vaYYHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Charlotte's Web one of America's best-loved children's books is seamless in plot poignant in its delineation of characters who will live in children's literature forever and written with a seeming ease and fluency that make the reading as engrossing as it is effortless. The Annotated Charlotte's Web opens the door to the creator's workshop and allows the reader to glance over the shoulder of one of the most exacting and fastidious American writers watching as he forms his masterpiece.,2006,4.16,320,41
9.78E+12,60882816,Charlotte's Web: Wilbur Finds a Friend,,Jennifer Frantz,Juvenile Fiction,http://books.google.com/books/content?id=Syl29aq6kTEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,When Wilbur the pig moves to a new farm he is scared until he meets Charlotte a friendly spider.,2006,4.1,32,57
9.78E+12,60882867,The Autumn of the Patriarch,,Gabriel Garcia Marquez,Fiction,http://books.google.com/books/content?id=OMqGpe7qqFoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,One of Gabriel García Márquez's most intricate and ambitious works The Autumn of the Patriarch is a brilliant tale of a Caribbean tyrant and the corruption of power. From charity to deceit benevolence to violence fear of God to extreme cruelty the dictator of The Autumn of the Patriarch embodies the best and the worst of human nature. Gabriel García Márquez the renowned master of magical realism vividly portrays the dying tyrant caught in the prison of his own dictator-ship. Employing an innovative dreamlike style and overflowing with symbolic descriptions the novel transports the reader to a world that is at once fanciful and real.",2006,3.85,255,11872
9.78E+12,60884053,How to Make Money Like a Porn Star,,Neil Strauss;Bernard Chang,Comics & Graphic Novels,http://books.google.com/books/content?id=y7XAOeCeMcAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Claudia Corvette. From her tousled bedroom hair to her name–all the porn stars in this world take their names from supermodels and sports cars–she is adult entertainment's prototypical femme fatale. Her life is the collision of countless troubled–childhood cliches and grown–up wet dreams projected onto her as surely as her videos project their blue light onto lonely men around the world. From its first panel How to Make Money Like a Porn Star draws the reader into the dark world of girls like Claudia the men who fantasize about them and the monsters who control them. In the hands of Rolling Stone writer Neil Strauss and illustrator Bernard Chang this adult graphic novel weaves together black humor and blacker reality. Like all great American stories it features humble beginnings life–changing tragedy stripping abuse implants fame addiction bigger implants abduction gunplay downfall and even bigger implants. Not to mention a thousand shades of latex and L'Oreal. Part parody part morality tale here is the truth about the porn life its outsized visual splendor captured in a comic parade of doe–eyed centerfolds its essence distilled in a story that will haunt every reader who has ever wondered where his next fantasy is coming from.,2006,3.31,128,159
9.78E+12,60885378,Little House in the Big Woods,,Laura Ingalls Wilder,Juvenile Fiction,http://books.google.com/books/content?id=7JctNysS3xkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A year in the life of two young girls growing up on the Wisconsin frontier as they help their mother with the daily chores enjoy their father's stories and singing and share special occasions when they get together with relatives or neighbors.",2007,4.18,198,193862
9.78E+12,60885386,Farmer Boy,,Laura Ingalls Wilder,Juvenile Fiction,http://books.google.com/books/content?id=YapzZwOTEDoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"At the end of the nineteenth century nine-year-old Almanzo lives with his family on a big farm in New York State where he raises his own two calves helps cut ice and shear sheep and longs for the day he can have his own colt.,2006,4.06,357,44132
9.78E+12,60885424,The Long Winter,,Laura Ingalls Wilder,Juvenile Fiction,http://books.google.com/books/content?id=Il_yCqjP6N0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,After an October blizzard Laura's family moves from the claim shanty into town for the winter a winter that an Indian has predicted will be seven months of bad weather. A Newbery Honor Book. Reissue.",2007,4.14,422,66192
9.78E+12,60885432,Little Town on the Prairie,,Laura Ingalls Wilder,Juvenile Fiction,http://books.google.com/books/content?id=LFvnVkq3ZUwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Laura spends her fifteenth summer working hard to help send Mary to a college for the blind.,2007,4.18,374,70683
9.78E+12,60885459,The First Four Years,,Laura Ingalls Wilder,Juvenile Fiction,http://books.google.com/books/content?id=_HqHxm0kuIUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,During their first four years of marriage Laura and Almanzo Wilder have a child and fight a losing battle in their attempts to succeed at farming on the South Dakota prairie. Reissue.",2007,3.88,126,27390
9.78E+12,60887966,The Alchemist - Gift Edition,,Paulo Coelho,Fiction,http://books.google.com/books/content?id=h6QuJZffgHYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"My heart is afraid that it will have to suffer  the boy told the alchemist one night as they looked up at the moonless sky."" Tell your heart that the fear of suffering is worse than the suffering itself. And that no heart has ever suffered when it goes in search of its dreams."" Every few decades a book is published that changes the lives of its readers forever. The Alchemist is such a book. With over a million and a half copies sold around the world The Alchemist has already established itself as a modern classic universally admired. Paulo Coelho's charming fable now available in English for the first time will enchant and inspire an even wider audience of readers for generations to come. The Alchemist is the magical story of Santiago an Andalusian shepherd boy who yearns to travel in search of a worldly treasure as extravagant as any ever found. From his home in Spain he journeys to the markets of Tangiers and across the Egyptian desert to a fateful encounter with the alchemist. The story of the treasures Santiago finds along the way teaches us as only a few stories have done about the essential wisdom of listening to our hearts learning to read the omens strewn along life's path and above all following our dreams.""",2006,3.85,192,814
9.78E+12,60889446,Pretty Things,The Last Generation of American Burlesque Queens,Liz Goldwyn,Biography & Autobiography,http://books.google.com/books/content?id=2NhyQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Liz Goldwyn's lifelong fascination with the inimitable glamour of classic burlesque inspired her to spend the past eight years corresponding with visiting interviewing receiving striptease lessons from and forming close relationships with the last generation of the great American burlesque queeens. Goldwyn invites us to step back into an era when the hourglass figure was in vogue and striptease was a true art form. Meet BettyBall of Fire"" Rowland who was known for her flaming red hair and bump–and–grind routines. (It turns out she once sued the author's grandfather Samuel Goldwyn Jr. for using her stage name and costume in his Hollywood picture Ball of Fire.) Meet Sherry Britton who with her long black hair and curvy trim physique was among the most stunning of the burlesque stars before Mayor LaGuardia outlawed burlesque in New York. Meet Zorita whose sexually explicit""Consummation of the Wedding of the Snake"" dance (performed with a live snake) and other daring performances earned her legendary status. Goldwyn draws back the curtain to reveal the personal journeys of yesteryear's icons of female sexuality and power restoring their legacy to an age that has all but forgotten them–despite today's resurgence of burlesque.""",2006,4.31,304,162
